2025-04-28 14:27:21,643 p=102639 u=blizzar n=ansible INFO| TASK [../../roles/apache-virtualhosts-setup : Create current virtual host document root] ***********************************************************************
2025-04-28 14:27:21,958 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'example.internal', 'server_admin': 'moi'})
2025-04-28 14:27:22,269 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'truc.internal', 'server_admin': 'moi'})
2025-04-28 14:27:22,277 p=102639 u=blizzar n=ansible INFO| TASK [../../roles/apache-virtualhosts-setup : Create the virtual host configuration files] *********************************************************************
2025-04-28 14:27:22,910 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'example.internal', 'server_admin': 'moi'})
2025-04-28 14:27:23,515 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'truc.internal', 'server_admin': 'moi'})
2025-04-28 14:27:23,523 p=102639 u=blizzar n=ansible INFO| TASK [../../roles/apache-virtualhosts-setup : Enable the virtual host configuration files] *********************************************************************
2025-04-28 14:27:23,936 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'example.internal', 'server_admin': 'moi'})
2025-04-28 14:27:24,287 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'truc.internal', 'server_admin': 'moi'})
2025-04-28 14:27:24,291 p=102639 u=blizzar n=ansible INFO| TASK [../../roles/apache-virtualhosts-setup : Copy PHP test file] **********************************************************************************************
2025-04-28 14:27:24,921 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'example.internal', 'server_admin': 'moi'})
2025-04-28 14:27:25,562 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo] => (item={'server_name': 'truc.internal', 'server_admin': 'moi'})
2025-04-28 14:27:25,569 p=102639 u=blizzar n=ansible INFO| RUNNING HANDLER [../../roles/apache-webserver-setup : reload apache2] ******************************************************************************************
2025-04-28 14:27:26,320 p=102639 u=blizzar n=ansible INFO| changed: [zawarudo]
2025-04-28 14:27:26,323 p=102639 u=blizzar n=ansible INFO| RUNNING HANDLER [../../roles/apache-webserver-setup : start apache2] *******************************************************************************************
2025-04-28 14:27:26,822 p=102639 u=blizzar n=ansible INFO| ok: [zawarudo]
2025-04-28 14:27:26,824 p=102639 u=blizzar n=ansible INFO| RUNNING HANDLER [../../roles/apache-webserver-setup : enable apache2] ******************************************************************************************
2025-04-28 14:27:27,351 p=102639 u=blizzar n=ansible INFO| ok: [zawarudo]
2025-04-28 14:27:27,352 p=102639 u=blizzar n=ansible INFO| PLAY RECAP *****************************************************************************************************************************************************
2025-04-28 14:27:27,352 p=102639 u=blizzar n=ansible INFO| zawarudo                   : ok=19   changed=16   unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-05-02 10:20:13,606 p=16709 u=blizzar n=ansible INFO| [DEPRECATION WARNING]: community.general.yaml has been deprecated. The plugin has been superseded by the the option 
`result_format=yaml` in callback plugin ansible.builtin.default from ansible-core 2.13 onwards. This feature will be 
removed from community.general in version 13.0.0. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2025-05-02 10:20:13,632 p=16709 u=blizzar n=ansible INFO| PLAY [home] **********************************************************************************************************
2025-05-02 10:20:13,642 p=16709 u=blizzar n=ansible INFO| TASK [Gathering Facts] ***********************************************************************************************
2025-05-02 10:20:15,484 p=16709 u=blizzar n=ansible WARNING| [WARNING]: Platform linux on host docker is using the discovered Python interpreter at /usr/bin/python3.11, but
future installation of another Python interpreter could change the meaning of that path. See
https://docs.ansible.com/ansible-core/2.18/reference_appendices/interpreter_discovery.html for more information.

2025-05-02 10:20:15,484 p=16709 u=blizzar n=ansible INFO| ok: [docker]
2025-05-02 10:20:16,407 p=16709 u=blizzar n=ansible INFO| fatal: [web]: UNREACHABLE! => changed=false 
  msg: 'Failed to connect to the host via ssh: ssh: connect to host 192.168.1.20 port 22: No route to host'
  unreachable: true
2025-05-02 10:20:16,409 p=16709 u=blizzar n=ansible INFO| TASK [../../roles/deb-setup : Upgrade all packages] ******************************************************************
2025-05-02 10:20:52,944 p=16709 u=blizzar n=ansible INFO| changed: [docker]
2025-05-02 10:20:52,946 p=16709 u=blizzar n=ansible INFO| TASK [../../roles/deb-setup : Install required packages] *************************************************************
2025-05-02 10:20:53,733 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=vim)
2025-05-02 10:20:54,484 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=apt-transport-https)
2025-05-02 10:20:55,232 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=ca-certificates)
2025-05-02 10:20:56,005 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=curl)
2025-05-02 10:20:56,768 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=gnupg2)
2025-05-02 10:20:57,529 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=lsb-release)
2025-05-02 10:20:58,297 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=bash-completion)
2025-05-02 10:20:59,070 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=dnsutils)
2025-05-02 10:20:59,837 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=net-tools)
2025-05-02 10:21:00,591 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=git)
2025-05-02 10:21:01,376 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=jq)
2025-05-02 10:21:02,133 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=less)
2025-05-02 10:21:02,923 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=lsof)
2025-05-02 10:21:03,694 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=molly-guard)
2025-05-02 10:21:04,482 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=nmap)
2025-05-02 10:21:05,246 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=screen)
2025-05-02 10:21:06,062 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=sudo)
2025-05-02 10:21:06,832 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=ipcalc)
2025-05-02 10:21:06,836 p=16709 u=blizzar n=ansible INFO| TASK [../../roles/deb-setup : Remove unused packages] ****************************************************************
2025-05-02 10:21:11,970 p=16709 u=blizzar n=ansible INFO| changed: [docker]
2025-05-02 10:21:11,975 p=16709 u=blizzar n=ansible INFO| TASK [../../roles/ssh-setup : Set up SSH authorized keys] ************************************************************
2025-05-02 10:21:12,392 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=blizzar.pub.key)
2025-05-02 10:21:12,731 p=16709 u=blizzar n=ansible INFO| ok: [docker] => (item=work-blizzar.pub.key)
2025-05-02 10:21:12,734 p=16709 u=blizzar n=ansible INFO| PLAY RECAP ***********************************************************************************************************
2025-05-02 10:21:12,734 p=16709 u=blizzar n=ansible INFO| docker                     : ok=5    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-05-02 10:21:12,734 p=16709 u=blizzar n=ansible INFO| web                        : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-05-02 10:22:05,925 p=17779 u=blizzar n=ansible INFO| [DEPRECATION WARNING]: community.general.yaml has been deprecated. The plugin has been superseded by the the option 
`result_format=yaml` in callback plugin ansible.builtin.default from ansible-core 2.13 onwards. This feature will be 
removed from community.general in version 13.0.0. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2025-05-02 10:22:05,945 p=17779 u=blizzar n=ansible INFO| PLAY [home] **********************************************************************************************************
2025-05-02 10:22:05,950 p=17779 u=blizzar n=ansible INFO| TASK [Gathering Facts] ***********************************************************************************************
2025-05-02 10:22:07,152 p=17779 u=blizzar n=ansible WARNING| [WARNING]: Platform linux on host docker is using the discovered Python interpreter at /usr/bin/python3.11, but
future installation of another Python interpreter could change the meaning of that path. See
https://docs.ansible.com/ansible-core/2.18/reference_appendices/interpreter_discovery.html for more information.

2025-05-02 10:22:07,152 p=17779 u=blizzar n=ansible INFO| ok: [docker]
2025-05-02 10:22:07,416 p=17779 u=blizzar n=ansible INFO| fatal: [web]: UNREACHABLE! => changed=false 
  msg: 'Failed to connect to the host via ssh: ssh: connect to host 192.168.1.20 port 22: No route to host'
  unreachable: true
2025-05-02 10:22:07,501 p=17779 u=blizzar n=ansible WARNING| [WARNING]: Platform linux on host debian-12 is using the discovered Python interpreter at /usr/bin/python3.11, but
future installation of another Python interpreter could change the meaning of that path. See
https://docs.ansible.com/ansible-core/2.18/reference_appendices/interpreter_discovery.html for more information.

2025-05-02 10:22:07,501 p=17779 u=blizzar n=ansible INFO| ok: [debian-12]
2025-05-02 10:22:07,503 p=17779 u=blizzar n=ansible INFO| TASK [../../roles/deb-setup : Upgrade all packages] ******************************************************************
2025-05-02 10:22:08,598 p=17779 u=blizzar n=ansible INFO| ok: [debian-12]
2025-05-02 10:22:08,655 p=17779 u=blizzar n=ansible INFO| ok: [docker]
2025-05-02 10:22:08,658 p=17779 u=blizzar n=ansible INFO| TASK [../../roles/deb-setup : Install required packages] *************************************************************
2025-05-02 10:22:09,458 p=17779 u=blizzar n=ansible INFO| ok: [docker] => (item=vim)
